date,area,n,strike_label,k,K,price_per_1,source
2016-04-29,EU,1,S1,0.01,1.01,0.42590000000000006,floor
2016-04-29,EU,1,S2,0.02,1.02,1.2793999999999999,floor
2016-04-29,EU,1,SN1,-0.01,0.99,0.004701,floor
2016-05-31,EU,1,S0,0.0,1.0,0.048,floor
2016-05-31,EU,1,S1,0.01,1.01,0.344,floor
2016-05-31,EU,1,S2,0.02,1.02,1.089,floor
2016-05-31,EU,1,SN1,-0.01,0.99,0.004,floor
2016-06-30,EU,1,S0,0.0,1.0,0.024,floor
2016-06-30,EU,1,S1,0.01,1.01,0.26899999999999996,floor
2016-06-30,EU,1,S2,0.02,1.02,1.02,floor
2016-06-30,EU,1,SN1,-0.01,0.99,0.001,floor
2016-07-29,EU,1,S0,0.0,1.0,0.051,floor
2016-07-29,EU,1,S1,0.01,1.01,0.37,floor
2016-07-29,EU,1,S2,0.02,1.02,1.1548,floor
2016-07-29,EU,1,SN1,-0.01,0.99,0.004,floor
2016-08-31,EU,1,S0,0.0,1.0,0.069,floor
2016-08-31,EU,1,S1,0.01,1.01,0.46399999999999997,floor
2016-08-31,EU,1,S2,0.02,1.02,1.305,floor
2016-08-31,EU,1,SN1,-0.01,0.99,0.004,floor
2016-09-30,EU,1,S0,0.0,1.0,0.0797,floor
2016-09-30,EU,1,S1,0.01,1.01,0.4296,floor
2016-09-30,EU,1,S2,0.02,1.02,1.2642,floor
2016-09-30,EU,1,SN1,-0.01,0.99,0.0161,floor
2016-10-31,EU,1,S0,0.0,1.0,0.061,floor
2016-10-31,EU,1,S1,0.01,1.01,0.397,floor
2016-10-31,EU,1,S2,0.02,1.02,1.177,floor
2016-10-31,EU,1,SN1,-0.01,0.99,0.005,floor
2016-11-30,EU,1,S0,0.0,1.0,0.049,floor
2016-11-30,EU,1,S1,0.01,1.01,0.348,floor
2016-11-30,EU,1,S2,0.02,1.02,1.097,floor
2016-11-30,EU,1,SN1,-0.01,0.99,0.003,floor
2016-12-30,EU,1,S0,0.0,1.0,0.03,floor
2016-12-30,EU,1,S1,0.01,1.01,0.23,floor
2016-12-30,EU,1,S2,0.02,1.02,0.9,floor
2016-12-30,EU,1,SN1,-0.01,0.99,0.004601,floor
2017-01-31,EU,1,S0,0.0,1.0,0.0315,floor
2017-01-31,EU,1,S1,0.01,1.01,0.1519,floor
2017-01-31,EU,1,S2,0.02,1.02,0.7190000000000001,floor
2017-01-31,EU,1,SN1,-0.01,0.99,0.0038,floor
2017-02-28,EU,1,S0,0.0,1.0,0.018000000000000002,floor
2017-02-28,EU,1,S1,0.01,1.01,0.156,floor
